nyc_zone_id,nyc_tier,casa_zone_id,casa_zone_name,casa_ae_class,weight,rationale
75,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
158,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
158,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
158,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
158,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
151,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
151,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
151,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
151,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
144,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
144,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
144,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
144,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
50,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
50,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
50,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
50,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
211,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
211,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
211,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
211,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
13,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
13,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
13,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
13,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
166,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
166,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
166,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
166,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
87,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
87,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
87,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
87,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
125,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
125,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
125,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
125,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
74,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
74,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
74,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
74,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
261,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
261,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
261,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
261,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
41,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
41,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
