nyc_zone_id,nyc_tier,casa_zone_id,casa_zone_name,casa_ae_class,weight,rationale
41,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
41,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
24,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
24,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
24,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
24,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
88,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
88,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
88,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
88,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
232,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
232,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
232,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
232,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
224,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
224,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
224,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
224,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
4,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
4,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
4,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
4,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
70,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
70,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
70,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
70,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
42,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
42,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
42,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
42,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
209,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
209,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
209,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
209,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
45,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
45,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
45,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
45,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
244,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
244,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
244,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
244,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
7,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
7,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
7,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
7,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
116,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
116,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
116,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
116,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
145,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
145,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
145,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
145,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
255,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
255,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
255,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
255,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
33,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
33,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
33,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
33,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
181,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
181,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
181,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
181,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
1,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
1,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
1,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
1,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
226,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
226,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
226,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
226,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
256,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
256,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
256,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
256,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
112,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
112,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
112,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
112,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
152,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
152,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
152,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
152,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
243,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
243,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
243,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
243,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
25,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
25,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
25,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
25,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
65,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
65,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
65,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
65,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
97,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
97,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
97,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
97,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
61,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
61,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
61,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
61,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
223,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
223,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
223,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
223,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
129,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
129,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
129,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
129,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
49,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
49,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
49,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
49,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
80,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
80,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
80,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
80,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
66,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
66,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
66,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
66,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
10,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
10,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
10,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
10,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
95,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
95,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
95,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
95,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
146,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
146,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
146,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
146,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
179,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
179,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
179,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
179,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
17,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
17,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
17,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
17,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
37,B,3,Sidi Moumen,B,0.3333333333333333,NYC tier-B -> Casa tier-B (pop-share 33.33%)
37,B,4,Hay Hassani,B,0.3018867924528302,NYC tier-B -> Casa tier-B (pop-share 30.19%)
37,B,8,Maarif,B,0.1949685534591195,NYC tier-B -> Casa tier-B (pop-share 19.50%)
37,B,9,Al Fida,B,0.16981132075471697,NYC tier-B -> Casa tier-B (pop-share 16.98%)
189,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
189,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
189,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
189,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
189,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
40,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
40,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
40,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
40,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
40,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
216,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
216,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
216,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
216,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
216,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
260,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
260,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
260,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
260,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
260,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
225,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
225,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
225,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
225,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
225,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
89,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
89,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
89,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
89,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
89,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
52,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
52,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
52,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
52,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
52,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
93,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
93,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
93,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
93,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
93,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
188,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
188,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
188,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
188,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
188,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
36,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
36,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
36,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
36,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
36,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
12,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
12,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
12,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
12,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
12,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
82,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
82,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
82,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
82,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
82,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
127,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
127,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
127,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
127,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
127,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
130,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
130,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
130,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
130,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
130,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
14,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
14,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
14,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
14,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
14,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
168,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
168,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
168,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
168,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
168,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
92,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
92,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
92,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
92,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
92,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
202,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
202,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
202,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
202,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
202,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
76,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
76,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
76,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
76,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
76,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
28,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
28,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
28,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
28,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
28,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
198,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
198,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
198,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
198,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
198,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
228,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
228,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
228,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
228,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
228,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
217,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
217,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
217,C,7,Moulay Rachid,C,0.2053388090349076,NYC tier-C -> Casa tier-C (pop-share 20.53%)
217,C,10,Mers Sultan,C,0.12833675564681724,NYC tier-C -> Casa tier-C (pop-share 12.83%)
217,C,11,Roches Noires,C,0.11293634496919917,NYC tier-C -> Casa tier-C (pop-share 11.29%)
215,C,1,Ain Chock,C,0.3839835728952772,NYC tier-C -> Casa tier-C (pop-share 38.40%)
215,C,6,Ben Msik,C,0.16940451745379878,NYC tier-C -> Casa tier-C (pop-share 16.94%)
